Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,477448,-,-,-,40.01,-105.26,0,1629,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity
2021,1,4,16,30,3.9000000000000004,33.76
2021,1,4,17,30,6.800000000000001,28.72
2021,1,4,18,30,8.700000000000001,22.48
2021,1,4,19,30,9.5,20.23
2021,1,4,20,30,9.200000000000001,21.68
2021,1,4,21,30,7.1000000000000005,33.78
2021,1,4,22,30,4.1000000000000005,43.77
2021,1,4,23,30,2.6,34.6
2021,1,5,0,30,0.30000000000000004,36.84
2021,1,5,1,30,-0.5,42.550000000000004
2021,1,5,2,30,-0.1,45.08
2021,1,5,3,30,0.2,46.2
2021,1,5,4,30,0.2,47.96
2021,1,5,5,30,0,50.660000000000004
2021,1,5,6,30,-0.1,52.86
2021,1,5,7,30,0,54.33
2021,1,5,8,30,0.30000000000000004,54.97
2021,1,5,9,30,0.7000000000000001,54.72
2021,1,5,10,30,0.9,55.120000000000005
2021,1,5,11,30,1,55.61
2021,1,5,12,30,1,56.120000000000005
2021,1,5,13,30,1,56.300000000000004
2021,1,5,14,30,1.9000000000000001,53.08
2021,1,5,15,30,3.8000000000000003,49.84
2021,1,5,16,30,5.6000000000000005,46.6
2021,1,5,17,30,6.7,43.25
2021,1,5,18,30,7.1000000000000005,40.34
2021,1,5,19,30,6.800000000000001,38.71
2021,1,5,20,30,5.7,38.01
2021,1,5,21,30,4.1000000000000005,39.27
2021,1,5,22,30,2,44.37
2021,1,5,23,30,0.7000000000000001,48.88
2021,1,6,0,30,-0.7000000000000001,55.1
2021,1,6,1,30,-1.1,58.660000000000004
2021,1,6,2,30,-1.5,61.82
2021,1,6,3,30,-2.3000000000000003,63.93
2021,1,6,4,30,-3.1,63.95
2021,1,6,5,30,-3.6,62.04
2021,1,6,6,30,-3.9000000000000004,59.33
2021,1,6,7,30,-4.2,57.28
2021,1,6,8,30,-4.5,55.93
2021,1,6,9,30,-4.800000000000001,55.11
2021,1,6,10,30,-4.9,53.92
2021,1,6,11,30,-5.1000000000000005,53.58
2021,1,6,12,30,-5.300000000000001,53.49
2021,1,6,13,30,-5.4,53.08
2021,1,6,14,30,-4.4,48.96
2021,1,6,15,30,-1.9000000000000001,42.02
2021,1,6,16,30,1,36.08
2021,1,6,17,30,3.4000000000000004,30.580000000000002
2021,1,6,18,30,4.7,27.2
2021,1,6,19,30,5.300000000000001,26.150000000000002
2021,1,6,20,30,5.2,27
2021,1,6,21,30,4,31.400000000000002
2021,1,6,22,30,1.1,45.7
2021,1,6,23,30,-0.7000000000000001,48.14
2021,1,7,0,30,-1.9000000000000001,49.45
2021,1,7,1,30,-2,48.79
2021,1,7,2,30,-2.3000000000000003,49.07
2021,1,7,3,30,-2.5,48.6
2021,1,7,4,30,-2.7,47.79
2021,1,7,5,30,-2.8000000000000003,47.18
2021,1,7,6,30,-2.9000000000000004,47.18
2021,1,7,7,30,-3.1,48.34
2021,1,7,8,30,-3.2,49.43
2021,1,7,9,30,-3.1,49.67
2021,1,7,10,30,-2.8000000000000003,49.46
2021,1,7,11,30,-2.5,49.47
2021,1,7,12,30,-2.1,48.96
2021,1,7,13,30,-1.6,47.76
2021,1,7,14,30,-0.1,43.53
2021,1,7,15,30,2.2,41.95
2021,1,7,16,30,4.2,39.730000000000004
2021,1,7,17,30,5.4,40.46
2021,1,7,18,30,6,40.67
2021,1,7,19,30,6.2,40.62
2021,1,7,20,30,6,40.9
2021,1,7,21,30,4.800000000000001,44.4
2021,1,7,22,30,2.4000000000000004,56.35
2021,1,7,23,30,0.9,54.1
2021,1,8,0,30,-1.3,59.9
2021,1,8,1,30,-1.7000000000000002,61.61
2021,1,8,2,30,-2,61.84
2021,1,8,3,30,-2.4000000000000004,61.84
2021,1,8,4,30,-2.7,61.47
2021,1,8,5,30,-3,60.88
2021,1,8,6,30,-3.5,61.11
2021,1,8,7,30,-4.2,61.550000000000004
2021,1,8,8,30,-4.7,60.7
2021,1,8,9,30,-5.1000000000000005,59.6
2021,1,8,10,30,-5.6000000000000005,59.08
2021,1,8,11,30,-6,57.59
2021,1,8,12,30,-6.2,56.22
2021,1,8,13,30,-6.1000000000000005,55.08
2021,1,8,14,30,-4.7,48.45
2021,1,8,15,30,-1.6,39.79
2021,1,8,16,30,1.5,34.18
2021,1,8,17,30,3.6,30.73
2021,1,8,18,30,4.6000000000000005,28.91
2021,1,8,19,30,5,28.3
2021,1,8,20,30,4.9,28.75
2021,1,8,21,30,3.8000000000000003,31.78
2021,1,8,22,30,1,45.730000000000004
2021,1,8,23,30,-1,48.64
2021,1,9,0,30,-2.3000000000000003,51.56
2021,1,9,1,30,-2.6,53.67
2021,1,9,2,30,-2.9000000000000004,55.18
2021,1,9,3,30,-3.2,56.75
2021,1,9,4,30,-3.5,58.11
2021,1,9,5,30,-4,60.57
2021,1,9,6,30,-4.3,62.45
2021,1,9,7,30,-4.3,63.82
2021,1,9,8,30,-4.1000000000000005,65.54
2021,1,9,9,30,-3.9000000000000004,67.73
2021,1,9,10,30,-3.9000000000000004,70.81
2021,1,9,11,30,-4,73.66
2021,1,9,12,30,-4.1000000000000005,76.24
2021,1,9,13,30,-4.2,78.55
2021,1,9,14,30,-3.8000000000000003,77.19
2021,1,9,15,30,-2.8000000000000003,71.87
2021,1,9,16,30,-1.7000000000000002,67.08
2021,1,9,17,30,-0.9,63.160000000000004
2021,1,9,18,30,-0.4,60.53
2021,1,9,19,30,-0.2,59.33
2021,1,9,20,30,-0.30000000000000004,59.75
2021,1,9,21,30,-0.7000000000000001,61.800000000000004
2021,1,9,22,30,-1.6,66.56
2021,1,9,23,30,-2.1,69.52
2021,1,10,0,30,-3.1,75.85000000000001
2021,1,10,1,30,-3.6,79.16
2021,1,10,2,30,-4.2,81.7
2021,1,10,3,30,-4.7,84.14
2021,1,10,4,30,-4.9,84.99
2021,1,10,5,30,-5.1000000000000005,85.76
2021,1,10,6,30,-5.300000000000001,86.43
2021,1,10,7,30,-5.5,86.58
2021,1,10,8,30,-5.800000000000001,87.28
2021,1,10,9,30,-6.1000000000000005,87.21000000000001
2021,1,10,10,30,-6.6000000000000005,87.44
2021,1,10,11,30,-7.300000000000001,87.86
2021,1,10,12,30,-7.9,86.47
2021,1,10,13,30,-8.200000000000001,82.11
2021,1,10,14,30,-7.2,69.89
2021,1,10,15,30,-4.4,55.45
2021,1,10,16,30,-1.7000000000000002,50.45
2021,1,10,17,30,0.1,46.59
2021,1,10,18,30,1.1,43.92
2021,1,10,19,30,1.7000000000000002,42.03
2021,1,10,20,30,1.8,41.660000000000004
2021,1,10,21,30,1.1,43.47
2021,1,10,22,30,-0.8,50.76
2021,1,10,23,30,-2.2,54.47
2021,1,11,0,30,-4.6000000000000005,60.42
2021,1,11,1,30,-5.2,60.910000000000004
2021,1,11,2,30,-5.800000000000001,60.82
2021,1,11,3,30,-6.5,60.01
2021,1,11,4,30,-7.1000000000000005,57.61
2021,1,11,5,30,-7.7,53.95
2021,1,11,6,30,-8.1,49.04
2021,1,11,7,30,-8.6,45.85
2021,1,11,8,30,-8.9,44
2021,1,11,9,30,-9.1,42.910000000000004
2021,1,11,10,30,-9,41.300000000000004
2021,1,11,11,30,-8.9,39.910000000000004
2021,1,11,12,30,-8.9,38.62
2021,1,11,13,30,-8.9,37.01
2021,1,11,14,30,-6.800000000000001,31.04
2021,1,11,15,30,-2.6,27.51
2021,1,11,16,30,1.3,24.35
2021,1,11,17,30,4.1000000000000005,22.77
2021,1,11,18,30,5.800000000000001,19.95
2021,1,11,19,30,6.5,19.31
2021,1,11,20,30,6.5,20.1
2021,1,11,21,30,4.9,29
2021,1,11,22,30,1.8,47.28
2021,1,11,23,30,-0.1,39.42
2021,1,12,0,30,-2.4000000000000004,41.89
2021,1,12,1,30,-2.9000000000000004,43.410000000000004
2021,1,12,2,30,-4.2,48.51
2021,1,12,3,30,-4.800000000000001,48.43
2021,1,12,4,30,-4.7,41.89
2021,1,12,5,30,-4.5,34.59
2021,1,12,6,30,-4.6000000000000005,29.900000000000002
2021,1,12,7,30,-4.800000000000001,27.69
2021,1,12,8,30,-5,27.63
2021,1,12,9,30,-5,28.11
2021,1,12,10,30,-4.800000000000001,28.240000000000002
2021,1,12,11,30,-4.5,28.400000000000002
2021,1,12,12,30,-4.2,29.36
2021,1,12,13,30,-3.7,31.54
2021,1,12,14,30,-1.9000000000000001,31.35
2021,1,12,15,30,1.5,30.63
2021,1,12,16,30,4.9,29.92
2021,1,12,17,30,7.5,29.21
2021,1,12,18,30,9.1,27.91
2021,1,12,19,30,9.5,27.060000000000002
2021,1,12,20,30,8.9,29.98
2021,1,12,21,30,7.300000000000001,39.59
2021,1,12,22,30,4.7,44.81
2021,1,12,23,30,3.2,46.43
2021,1,13,0,30,0.8,52.31
2021,1,13,1,30,0.2,52.88
2021,1,13,2,30,0.2,50.74
2021,1,13,3,30,0.5,46.78
2021,1,13,4,30,0.7000000000000001,43
2021,1,13,5,30,0.8,40.84
2021,1,13,6,30,0.8,40.11
2021,1,13,7,30,0.9,39.61
2021,1,13,8,30,1.1,39.18
2021,1,13,9,30,1.2000000000000002,39.72
2021,1,13,10,30,1.2000000000000002,40.42
2021,1,13,11,30,1.2000000000000002,40.87
2021,1,13,12,30,1.5,41.31
2021,1,13,13,30,1.9000000000000001,43.1
2021,1,13,14,30,3,43.22
2021,1,13,15,30,5.1000000000000005,41.14
2021,1,13,16,30,7,40.01
2021,1,13,17,30,8,41.56
2021,1,13,18,30,8.700000000000001,43.230000000000004
2021,1,13,19,30,9.1,45.39
2021,1,13,20,30,8.6,48.94
2021,1,13,21,30,7.300000000000001,53.79
2021,1,13,22,30,6.2,58.410000000000004
2021,1,13,23,30,5.6000000000000005,59.85
2021,1,14,0,30,4,62.96
2021,1,14,1,30,3.5,60.52
2021,1,14,2,30,3.3000000000000003,58.22
2021,1,14,3,30,3.2,56.52
2021,1,14,4,30,3,54.36
2021,1,14,5,30,2.1,48.07
2021,1,14,6,30,0.6000000000000001,42.43
2021,1,14,7,30,-0.6000000000000001,40.33
2021,1,14,8,30,-1.5,39.79
2021,1,14,9,30,-2.4000000000000004,40.800000000000004
2021,1,14,10,30,-3.2,41.74
2021,1,14,11,30,-3.9000000000000004,42.31
2021,1,14,12,30,-4.6000000000000005,43.21
2021,1,14,13,30,-4.9,43.03
2021,1,14,14,30,-4.1000000000000005,39.79
2021,1,14,15,30,-2.4000000000000004,34.45
2021,1,14,16,30,-0.9,29.52
2021,1,14,17,30,0.1,26.29
2021,1,14,18,30,0.6000000000000001,24.37
2021,1,14,19,30,0.7000000000000001,24.3
2021,1,14,20,30,0.30000000000000004,25.73
2021,1,14,21,30,-0.4,28.2
2021,1,14,22,30,-1.6,32.72
2021,1,14,23,30,-2.4000000000000004,36.18
2021,1,15,0,30,-4,40.83
2021,1,15,1,30,-4.7,42.230000000000004
2021,1,15,2,30,-5.1000000000000005,41.86
2021,1,15,3,30,-5.300000000000001,40.35
2021,1,15,4,30,-5.5,38.54
2021,1,15,5,30,-5.6000000000000005,37.29
2021,1,15,6,30,-5.6000000000000005,36.83
2021,1,15,7,30,-5.6000000000000005,36.86
2021,1,15,8,30,-5.5,36.84
2021,1,15,9,30,-5.4,36.85
2021,1,15,10,30,-5.2,36.53
2021,1,15,11,30,-5.1000000000000005,36.04
2021,1,15,12,30,-5,35.35
2021,1,15,13,30,-4.800000000000001,34.29
2021,1,15,14,30,-3.7,31.490000000000002
2021,1,15,15,30,-1.5,27.51
2021,1,15,16,30,1.1,24.47
2021,1,15,17,30,3.3000000000000003,22.6
2021,1,15,18,30,4.800000000000001,22.28
2021,1,15,19,30,5.5,23.94
2021,1,15,20,30,5.6000000000000005,27.09
2021,1,15,21,30,4.7,32.64
2021,1,15,22,30,2.7,43.17
2021,1,15,23,30,1.4000000000000001,46.97
2021,1,16,0,30,0.30000000000000004,49.9
2021,1,16,1,30,-0.30000000000000004,51.86
2021,1,16,2,30,-0.9,53.61
2021,1,16,3,30,-1,53.52
2021,1,16,4,30,-1,53.050000000000004
2021,1,16,5,30,-0.9,52.01
2021,1,16,6,30,-0.4,49.660000000000004
2021,1,16,7,30,0.2,48.120000000000005
2021,1,16,8,30,0.6000000000000001,47.980000000000004
2021,1,16,9,30,0.7000000000000001,48.74
2021,1,16,10,30,0.6000000000000001,50.11
2021,1,16,11,30,-0.1,53.58
2021,1,16,12,30,-0.9,55.620000000000005
2021,1,16,13,30,-1.3,56.980000000000004
2021,1,16,14,30,-0.5,54.51
2021,1,16,15,30,1.5,49.44
2021,1,16,16,30,3.8000000000000003,44.93
2021,1,16,17,30,5.4,43.36
2021,1,16,18,30,6.4,39.92
2021,1,16,19,30,6.800000000000001,36.33
2021,1,16,20,30,6.6000000000000005,34.910000000000004
2021,1,16,21,30,5.2,38.26
2021,1,16,22,30,2.4000000000000004,48.59
2021,1,16,23,30,0.5,53.82
2021,1,17,0,30,-1.2000000000000002,58.410000000000004
2021,1,17,1,30,-1.7000000000000002,59.09
2021,1,17,2,30,-2.3000000000000003,59.89
2021,1,17,3,30,-2.6,59.910000000000004
2021,1,17,4,30,-2.8000000000000003,60.19
2021,1,17,5,30,-3,60.660000000000004
2021,1,17,6,30,-2.9000000000000004,59.72
2021,1,17,7,30,-2.5,57.67
2021,1,17,8,30,-2.2,56.18
2021,1,17,9,30,-2.1,55.35
2021,1,17,10,30,-2.4000000000000004,55.96
2021,1,17,11,30,-2.8000000000000003,56.15
2021,1,17,12,30,-3.1,55.38
2021,1,17,13,30,-3.2,54.18
2021,1,17,14,30,-2,49.31
2021,1,17,15,30,0.4,43.76
2021,1,17,16,30,2.9000000000000004,36.76
2021,1,17,17,30,4.9,32.410000000000004
2021,1,17,18,30,6.2,29.63
2021,1,17,19,30,6.800000000000001,28.8
2021,1,17,20,30,6.9,29.84
2021,1,17,21,30,6,34.85
2021,1,17,22,30,4.1000000000000005,45.12
2021,1,17,23,30,2.9000000000000004,47.45
2021,1,18,0,30,1.7000000000000002,50.980000000000004
2021,1,18,1,30,1.7000000000000002,50.74
2021,1,18,2,30,1.8,50.95
2021,1,18,3,30,1.8,51.79
2021,1,18,4,30,1.7000000000000002,52.61
2021,1,18,5,30,1.3,54.58
2021,1,18,6,30,0.9,58.33
2021,1,18,7,30,0.2,63.92
2021,1,18,8,30,-0.30000000000000004,68.7
2021,1,18,9,30,-0.8,71.95
2021,1,18,10,30,-1.4000000000000001,72.10000000000001
2021,1,18,11,30,-2,69.35000000000001
2021,1,18,12,30,-2.7,67.81
2021,1,18,13,30,-2.9000000000000004,65.44
2021,1,18,14,30,-1.9000000000000001,59.18
2021,1,18,15,30,0.1,51.22
2021,1,18,16,30,1.6,43.95
2021,1,18,17,30,2.4000000000000004,38.64
2021,1,18,18,30,2.9000000000000004,35.35
2021,1,18,19,30,3.1,33.2
2021,1,18,20,30,2.8000000000000003,32.63
2021,1,18,21,30,2.1,33.57
2021,1,18,22,30,0.30000000000000004,38.29
2021,1,18,23,30,-1,43.78
2021,1,19,0,30,-2.4000000000000004,47.660000000000004
2021,1,19,1,30,-2.5,50.1
2021,1,19,2,30,-2.9000000000000004,53.58
2021,1,19,3,30,-3.7,59.65
2021,1,19,4,30,-4.4,63.86
2021,1,19,5,30,-4.9,65.4
2021,1,19,6,30,-5.2,65.58
2021,1,19,7,30,-5.4,65.6
2021,1,19,8,30,-5.4,64.45
2021,1,19,9,30,-5.300000000000001,63.35
2021,1,19,10,30,-5.300000000000001,63.43
2021,1,19,11,30,-5.2,63.25
2021,1,19,12,30,-5.2,63.800000000000004
2021,1,19,13,30,-5.300000000000001,64.02
2021,1,19,14,30,-4.6000000000000005,60.01
2021,1,19,15,30,-3,51.34
2021,1,19,16,30,-1.4000000000000001,44.79
2021,1,19,17,30,0.2,40.46
2021,1,19,18,30,1.8,37.65
2021,1,19,19,30,3,36.03
2021,1,19,20,30,3.5,36.51
2021,1,19,21,30,3.1,38.07
2021,1,19,22,30,0.7000000000000001,46.42
2021,1,19,23,30,-1.2000000000000002,51.410000000000004
2021,1,20,0,30,-3.6,55.06
2021,1,20,1,30,-4.1000000000000005,57.44
2021,1,20,2,30,-3.8000000000000003,56.57
2021,1,20,3,30,-3.5,56.79
2021,1,20,4,30,-3.5,58.15
2021,1,20,5,30,-3.7,58.35
2021,1,20,6,30,-3.7,57.480000000000004
2021,1,20,7,30,-3.5,55.97
2021,1,20,8,30,-3.3000000000000003,55
2021,1,20,9,30,-2.8000000000000003,53.300000000000004
2021,1,20,10,30,-2.3000000000000003,52.44
2021,1,20,11,30,-1.8,52.08
2021,1,20,12,30,-1.2000000000000002,51.7
2021,1,20,13,30,-0.4,51
2021,1,20,14,30,1.4000000000000001,47.53
2021,1,20,15,30,3.8000000000000003,43.730000000000004
2021,1,20,16,30,5.800000000000001,40.64
2021,1,20,17,30,7.1000000000000005,37.92
2021,1,20,18,30,7.9,35.95
2021,1,20,19,30,8.4,35.24
2021,1,20,20,30,8.200000000000001,36.53
2021,1,20,21,30,7.2,41.21
2021,1,20,22,30,5,51.36
2021,1,20,23,30,3.5,52.86
2021,1,21,0,30,1.6,58.050000000000004
2021,1,21,1,30,1.5,57.61
2021,1,21,2,30,1.3,57.54
2021,1,21,3,30,1.3,56.92
2021,1,21,4,30,1.3,56.870000000000005
2021,1,21,5,30,1.1,57.82
2021,1,21,6,30,0.9,58.550000000000004
2021,1,21,7,30,0.6000000000000001,59.57
2021,1,21,8,30,0.4,59.82
2021,1,21,9,30,0.4,59.04
2021,1,21,10,30,0.5,57.77
2021,1,21,11,30,0.5,56.94
2021,1,21,12,30,0.4,56.730000000000004
2021,1,21,13,30,0.30000000000000004,56.33
2021,1,21,14,30,1.3,51.910000000000004
2021,1,21,15,30,3.3000000000000003,48.2
2021,1,21,16,30,5.2,42.54
2021,1,21,17,30,6.5,39.02
2021,1,21,18,30,7.2,36.17
2021,1,21,19,30,7.5,34.78
2021,1,21,20,30,7.1000000000000005,35.81
2021,1,21,21,30,5.9,41.34
2021,1,21,22,30,3.8000000000000003,49.5
2021,1,21,23,30,2.6,50.78
2021,1,22,0,30,0.6000000000000001,56.15
2021,1,22,1,30,0.1,57.68
2021,1,22,2,30,-0.30000000000000004,59.4
2021,1,22,3,30,-0.6000000000000001,60.800000000000004
2021,1,22,4,30,-0.9,62.07
2021,1,22,5,30,-1.3,63.53
2021,1,22,6,30,-1.5,64.33
2021,1,22,7,30,-1.5,64.09
2021,1,22,8,30,-1.5,63.620000000000005
2021,1,22,9,30,-1.5,63.17
2021,1,22,10,30,-1.5,62.800000000000004
2021,1,22,11,30,-1.5,62.660000000000004
2021,1,22,12,30,-1.5,62.71
2021,1,22,13,30,-1.4000000000000001,61.97
2021,1,22,14,30,-0.1,56.550000000000004
2021,1,22,15,30,2.3000000000000003,50.980000000000004
2021,1,22,16,30,4.6000000000000005,45.95
2021,1,22,17,30,6.300000000000001,42.32
2021,1,22,18,30,7.1000000000000005,39.87
2021,1,22,19,30,7.300000000000001,38.76
2021,1,22,20,30,6.6000000000000005,40.32
2021,1,22,21,30,5,46.54
2021,1,22,22,30,2.8000000000000003,56.36
2021,1,22,23,30,1.8,58.14
2021,1,23,0,30,0.4,62.24
2021,1,23,1,30,-0.2,64.48
2021,1,23,2,30,-0.7000000000000001,65.91
2021,1,23,3,30,-1.1,66.83
2021,1,23,4,30,-1.2000000000000002,67.05
2021,1,23,5,30,-1.1,66.79
2021,1,23,6,30,-1.2000000000000002,67.43
2021,1,23,7,30,-1.7000000000000002,68.58
2021,1,23,8,30,-2.2,69.07000000000001
2021,1,23,9,30,-2.5,69.17
2021,1,23,10,30,-2.2,66.53
2021,1,23,11,30,-1.4000000000000001,63.95
2021,1,23,12,30,-1,65.61
2021,1,23,13,30,-1,67.04
2021,1,23,14,30,-0.1,62.68
2021,1,23,15,30,2.1,55.93
2021,1,23,16,30,4.6000000000000005,51.09
2021,1,23,17,30,6.4,46.89
2021,1,23,18,30,7.300000000000001,42.25
2021,1,23,19,30,7.7,38.06
2021,1,23,20,30,7.5,36.67
2021,1,23,21,30,6.2,40.06
2021,1,23,22,30,3.4000000000000004,51.29
2021,1,23,23,30,1.7000000000000002,56.92
2021,1,24,0,30,-0.6000000000000001,64.95
2021,1,24,1,30,-1.3,68.60000000000001
2021,1,24,2,30,-2.2,73.52
2021,1,24,3,30,-3,76.7
2021,1,24,4,30,-3.8000000000000003,78.64
2021,1,24,5,30,-4.3,78.46000000000001
2021,1,24,6,30,-4.7,77.46000000000001
2021,1,24,7,30,-5.1000000000000005,76.19
2021,1,24,8,30,-5.300000000000001,73.87
2021,1,24,9,30,-5.5,71.8
2021,1,24,10,30,-5.800000000000001,70.23
2021,1,24,11,30,-6.300000000000001,69.85000000000001
2021,1,24,12,30,-6.9,69.8
2021,1,24,13,30,-6.9,66.15
2021,1,24,14,30,-5.300000000000001,55.86
2021,1,24,15,30,-2.3000000000000003,46.910000000000004
2021,1,24,16,30,0.5,43.51
2021,1,24,17,30,2.5,42.230000000000004
2021,1,24,18,30,3.8000000000000003,40.76
2021,1,24,19,30,3.8000000000000003,41.910000000000004
2021,1,24,20,30,2.8000000000000003,46.94
2021,1,24,21,30,1.5,54.86
2021,1,24,22,30,0.2,62.57
2021,1,24,23,30,-0.5,65.4
2021,1,25,0,30,-1.7000000000000002,69.92
2021,1,25,1,30,-2.1,70.46000000000001
2021,1,25,2,30,-2.4000000000000004,70.84
2021,1,25,3,30,-2.8000000000000003,71.82000000000001
2021,1,25,4,30,-3.1,72.21000000000001
2021,1,25,5,30,-3.1,71.93
2021,1,25,6,30,-2.9000000000000004,71.69
