Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,477448,-,-,-,40.01,-105.26,0,1629,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity
2019,1,1,0,30,-12.600000000000001,55.93
2019,1,1,1,30,-13.3,57.06
2019,1,1,2,30,-13.8,57.4
2019,1,1,3,30,-14.200000000000001,57.480000000000004
2019,1,1,4,30,-14.5,57.93
2019,1,1,5,30,-14.700000000000001,57.870000000000005
2019,1,1,6,30,-14.700000000000001,56.99
2019,1,1,7,30,-14.600000000000001,56.370000000000005
2019,1,1,8,30,-14.5,56.08
2019,1,1,9,30,-14.5,56.71
2019,1,1,10,30,-14.5,56.9
2019,1,1,11,30,-14.5,56.5
2019,1,1,12,30,-14.3,55.86
2019,1,1,13,30,-14,55.5
2019,1,1,14,30,-13.200000000000001,52.9
2019,1,1,15,30,-11.700000000000001,49.120000000000005
2019,1,1,16,30,-9.5,46.050000000000004
2019,1,1,17,30,-7.5,44.550000000000004
2019,1,1,18,30,-6,43.21
2019,1,1,19,30,-4.9,42.22
2019,1,1,20,30,-4.4,42.32
2019,1,1,21,30,-4.7,44.09
2019,1,1,22,30,-6.300000000000001,49.870000000000005
2019,1,1,23,30,-7.5,51.370000000000005
2019,1,2,0,30,-10.200000000000001,57.93
2019,1,2,1,30,-10.600000000000001,57.82
2019,1,2,2,30,-10.600000000000001,57.71
2019,1,2,3,30,-10.600000000000001,56.910000000000004
2019,1,2,4,30,-10.700000000000001,55.38
2019,1,2,5,30,-10.9,53.36
2019,1,2,6,30,-11,50.5
2019,1,2,7,30,-10.9,47.03
2019,1,2,8,30,-10.8,44.35
2019,1,2,9,30,-10.8,42.77
2019,1,2,10,30,-10.700000000000001,40.52
2019,1,2,11,30,-10.4,37.86
2019,1,2,12,30,-10,35
2019,1,2,13,30,-9.3,31.98
2019,1,2,14,30,-7.5,27.91
2019,1,2,15,30,-3.8000000000000003,26.61
2019,1,2,16,30,0,24.14
2019,1,2,17,30,2.8000000000000003,22.59
2019,1,2,18,30,4.7,20.19
2019,1,2,19,30,5.4,20.25
2019,1,2,20,30,5.300000000000001,21.91
2019,1,2,21,30,4,25.85
2019,1,2,22,30,1.9000000000000001,41.52
2019,1,2,23,30,1,29.5
2019,1,3,0,30,-2.2,36.18
2019,1,3,1,30,-4,43.72
2019,1,3,2,30,-4.9,49.410000000000004
2019,1,3,3,30,-4.9,51.06
2019,1,3,4,30,-4.9,49.07
2019,1,3,5,30,-5,47.160000000000004
2019,1,3,6,30,-5.1000000000000005,46.96
2019,1,3,7,30,-5.1000000000000005,46.81
2019,1,3,8,30,-5,47.160000000000004
2019,1,3,9,30,-4.800000000000001,48.6
2019,1,3,10,30,-4.4,50.28
2019,1,3,11,30,-3.9000000000000004,51.4
2019,1,3,12,30,-3.5,52.03
2019,1,3,13,30,-3.1,51.94
2019,1,3,14,30,-1.5,47.14
2019,1,3,15,30,1.4000000000000001,41.56
2019,1,3,16,30,4.6000000000000005,37.34
2019,1,3,17,30,7.300000000000001,35.28
2019,1,3,18,30,8.8,33.27
2019,1,3,19,30,9.3,33.05
2019,1,3,20,30,8.9,35.67
2019,1,3,21,30,7.300000000000001,45.980000000000004
2019,1,3,22,30,5,52.68
2019,1,3,23,30,3.6,53.160000000000004
2019,1,4,0,30,1.2000000000000002,60.550000000000004
2019,1,4,1,30,0.7000000000000001,60.800000000000004
2019,1,4,2,30,0.8,57.39
2019,1,4,3,30,0.8,55.1
2019,1,4,4,30,0.8,54.160000000000004
2019,1,4,5,30,0.8,54.620000000000005
2019,1,4,6,30,0.7000000000000001,55.58
2019,1,4,7,30,0.7000000000000001,55.96
2019,1,4,8,30,0.8,55.95
2019,1,4,9,30,0.9,55.910000000000004
2019,1,4,10,30,1,55.94
2019,1,4,11,30,0.9,56.9
2019,1,4,12,30,0.9,57.22
2019,1,4,13,30,1,56.61
2019,1,4,14,30,2.2,51.4
2019,1,4,15,30,4.7,44.93
2019,1,4,16,30,7.5,40.410000000000004
2019,1,4,17,30,10.100000000000001,37.730000000000004
2019,1,4,18,30,11.9,33.79
2019,1,4,19,30,12.700000000000001,31.490000000000002
2019,1,4,20,30,11.9,35.44
2019,1,4,21,30,9.5,48.4
2019,1,4,22,30,6.300000000000001,54.89
2019,1,4,23,30,4.6000000000000005,52.26
2019,1,5,0,30,2.1,57.910000000000004
2019,1,5,1,30,2.2,55.86
2019,1,5,2,30,2.3000000000000003,53.43
2019,1,5,3,30,1.7000000000000002,52.33
2019,1,5,4,30,1.2000000000000002,50.730000000000004
2019,1,5,5,30,0.9,48.980000000000004
2019,1,5,6,30,0.7000000000000001,47.34
2019,1,5,7,30,0.6000000000000001,45.88
2019,1,5,8,30,0.7000000000000001,44.04
2019,1,5,9,30,0.8,42.5
2019,1,5,10,30,0.7000000000000001,41.74
2019,1,5,11,30,0.4,41.62
2019,1,5,12,30,0.30000000000000004,40.89
2019,1,5,13,30,0.4,39.87
2019,1,5,14,30,2.3000000000000003,34.94
2019,1,5,15,30,6,31.94
2019,1,5,16,30,9.1,30.5
2019,1,5,17,30,11.200000000000001,28.650000000000002
2019,1,5,18,30,12.4,26.080000000000002
2019,1,5,19,30,12.4,25.830000000000002
2019,1,5,20,30,10.8,31.41
2019,1,5,21,30,8.3,45.37
2019,1,5,22,30,6.4,46.46
2019,1,5,23,30,5.9,41.410000000000004
2019,1,6,0,30,5.4,40.68
2019,1,6,1,30,5.300000000000001,40.14
2019,1,6,2,30,5.1000000000000005,39.45
2019,1,6,3,30,4.5,40.910000000000004
2019,1,6,4,30,3.8000000000000003,43.09
2019,1,6,5,30,3.2,45.89
2019,1,6,6,30,2.8000000000000003,48.31
2019,1,6,7,30,2.5,50.51
2019,1,6,8,30,2.2,52.21
2019,1,6,9,30,1.7000000000000002,53.72
2019,1,6,10,30,1.5,53.79
2019,1,6,11,30,1.7000000000000002,55.02
2019,1,6,12,30,1.6,56.89
2019,1,6,13,30,1.5,57.85
2019,1,6,14,30,2.6,54.31
2019,1,6,15,30,4.7,51.78
2019,1,6,16,30,6.800000000000001,49.69
2019,1,6,17,30,8.5,45.56
2019,1,6,18,30,9.600000000000001,43.59
2019,1,6,19,30,9.8,43.57
2019,1,6,20,30,9.5,45.62
2019,1,6,21,30,8.3,47.92
2019,1,6,22,30,6.2,52.36
2019,1,6,23,30,5.1000000000000005,51.410000000000004
2019,1,7,0,30,2.2,59.03
2019,1,7,1,30,1.2000000000000002,61.93
2019,1,7,2,30,0.8,62.440000000000005
2019,1,7,3,30,0.5,61.88
2019,1,7,4,30,0,61.45
2019,1,7,5,30,-0.6000000000000001,60.620000000000005
2019,1,7,6,30,-1.2000000000000002,59.84
2019,1,7,7,30,-1.5,58.34
2019,1,7,8,30,-1.7000000000000002,56.63
2019,1,7,9,30,-1.9000000000000001,54.54
2019,1,7,10,30,-1.9000000000000001,52.04
2019,1,7,11,30,-1.7000000000000002,49.08
2019,1,7,12,30,-1.8,47.62
2019,1,7,13,30,-1.9000000000000001,47.28
2019,1,7,14,30,-0.7000000000000001,44.49
2019,1,7,15,30,1.6,40.1
2019,1,7,16,30,3.7,36.230000000000004
2019,1,7,17,30,5.2,34.74
2019,1,7,18,30,6,34.480000000000004
2019,1,7,19,30,6.4,34.9
2019,1,7,20,30,6.5,36.42
2019,1,7,21,30,5.9,39.93
2019,1,7,22,30,4.3,46.24
2019,1,7,23,30,3.2,50.52
2019,1,8,0,30,1.6,57.4
2019,1,8,1,30,1.3,59.050000000000004
2019,1,8,2,30,0.8,60.14
2019,1,8,3,30,0.30000000000000004,60.68
2019,1,8,4,30,-0.4,62.5
2019,1,8,5,30,-1.1,63.77
2019,1,8,6,30,-1.7000000000000002,63.95
2019,1,8,7,30,-2.1,63.83
2019,1,8,8,30,-2.2,63.11
2019,1,8,9,30,-2.2,62.89
2019,1,8,10,30,-2,63.06
2019,1,8,11,30,-1.9000000000000001,63.96
2019,1,8,12,30,-1.9000000000000001,64.94
2019,1,8,13,30,-1.7000000000000002,64.32000000000001
2019,1,8,14,30,0.1,56.61
2019,1,8,15,30,2.7,51.46
2019,1,8,16,30,4.5,46.68
2019,1,8,17,30,5.800000000000001,42.980000000000004
2019,1,8,18,30,6.800000000000001,39.87
2019,1,8,19,30,7.300000000000001,37.88
2019,1,8,20,30,7.300000000000001,37.57
2019,1,8,21,30,6.1000000000000005,41.01
2019,1,8,22,30,3.2,56.050000000000004
2019,1,8,23,30,1.4000000000000001,53.36
2019,1,9,0,30,-1.6,60.1
2019,1,9,1,30,-2.7,63.61
2019,1,9,2,30,-3,63.49
2019,1,9,3,30,-2.8000000000000003,60.050000000000004
2019,1,9,4,30,-2.1,54.42
2019,1,9,5,30,-1.4000000000000001,50.11
2019,1,9,6,30,-1,47.660000000000004
2019,1,9,7,30,-1,47.12
2019,1,9,8,30,-1.3,47.65
2019,1,9,9,30,-1.7000000000000002,48.27
2019,1,9,10,30,-2.3000000000000003,49.27
2019,1,9,11,30,-2.4000000000000004,49.7
2019,1,9,12,30,-2.3000000000000003,49.69
2019,1,9,13,30,-2.1,46.5
2019,1,9,14,30,-0.4,41.11
2019,1,9,15,30,2.2,39.35
2019,1,9,16,30,4.4,38.74
2019,1,9,17,30,6.300000000000001,39.85
2019,1,9,18,30,8.1,40
2019,1,9,19,30,9.200000000000001,39.1
2019,1,9,20,30,8.9,42.15
2019,1,9,21,30,7.1000000000000005,53.52
2019,1,9,22,30,4.5,61.120000000000005
2019,1,9,23,30,3.2,61.32
2019,1,10,0,30,3.2,59.77
2019,1,10,1,30,3.3000000000000003,59.59
2019,1,10,2,30,2.9000000000000004,61.21
2019,1,10,3,30,2.6,61.54
2019,1,10,4,30,2.6,59.32
2019,1,10,5,30,2.7,56.370000000000005
2019,1,10,6,30,2.8000000000000003,54.47
2019,1,10,7,30,2.8000000000000003,53.550000000000004
2019,1,10,8,30,2.7,52.980000000000004
2019,1,10,9,30,2.7,51.27
2019,1,10,10,30,2.6,49.21
2019,1,10,11,30,2.4000000000000004,47.63
2019,1,10,12,30,2.1,46.800000000000004
2019,1,10,13,30,1.8,46.52
2019,1,10,14,30,2.8000000000000003,42.42
2019,1,10,15,30,5.7,38.29
2019,1,10,16,30,8.8,34.54
2019,1,10,17,30,11.4,31.01
2019,1,10,18,30,12.9,27.44
2019,1,10,19,30,13.3,26.53
2019,1,10,20,30,12.9,27.580000000000002
2019,1,10,21,30,10.9,34.42
2019,1,10,22,30,7.6000000000000005,49.63
2019,1,10,23,30,5.800000000000001,50.95
2019,1,11,0,30,4,55
2019,1,11,1,30,3.4000000000000004,58.13
2019,1,11,2,30,3,60.7
2019,1,11,3,30,2.7,63.08
2019,1,11,4,30,2.8000000000000003,63.85
2019,1,11,5,30,2.7,66.28
2019,1,11,6,30,2.5,69.61
2019,1,11,7,30,2.1,74.06
2019,1,11,8,30,1.7000000000000002,78.52
2019,1,11,9,30,1.2000000000000002,83.41
2019,1,11,10,30,0.8,86.91
2019,1,11,11,30,0.5,88.32000000000001
2019,1,11,12,30,0.2,89.15
2019,1,11,13,30,0,87.88
2019,1,11,14,30,0.1,84.28
2019,1,11,15,30,0.6000000000000001,80.97
2019,1,11,16,30,0.9,79.37
2019,1,11,17,30,1.2000000000000002,77.37
2019,1,11,18,30,1.3,76.76
2019,1,11,19,30,1.3,76.47
2019,1,11,20,30,1.1,77.13
2019,1,11,21,30,0.7000000000000001,79.33
2019,1,11,22,30,0.1,83.09
2019,1,11,23,30,-0.2,83.72
2019,1,12,0,30,-0.9,85.38
2019,1,12,1,30,-1.2000000000000002,85.67
2019,1,12,2,30,-1.5,86.19
2019,1,12,3,30,-1.8,86.9
2019,1,12,4,30,-2,86.61
2019,1,12,5,30,-2.2,86.35000000000001
2019,1,12,6,30,-2.2,85.11
2019,1,12,7,30,-2.2,83.83
2019,1,12,8,30,-2.2,82.10000000000001
2019,1,12,9,30,-2.3000000000000003,80.99
2019,1,12,10,30,-2.4000000000000004,80.18
2019,1,12,11,30,-2.5,79.35000000000001
2019,1,12,12,30,-2.7,78.92
2019,1,12,13,30,-3,79.01
2019,1,12,14,30,-2.6,74.85000000000001
2019,1,12,15,30,-1,69.38
2019,1,12,16,30,0.7000000000000001,68.02
2019,1,12,17,30,1.6,65.49
2019,1,12,18,30,2.1,62.78
2019,1,12,19,30,2.4000000000000004,60.38
2019,1,12,20,30,2.5,59.32
2019,1,12,21,30,2.2,60.32
2019,1,12,22,30,0.6000000000000001,69.4
2019,1,12,23,30,-0.6000000000000001,66.89
2019,1,13,0,30,-2.7,71.88
2019,1,13,1,30,-3.3000000000000003,75.07000000000001
2019,1,13,2,30,-4.1000000000000005,78.31
2019,1,13,3,30,-4.5,79.29
2019,1,13,4,30,-4.7,78.96000000000001
2019,1,13,5,30,-4.800000000000001,78
2019,1,13,6,30,-4.7,76.24
2019,1,13,7,30,-4.5,74.52
2019,1,13,8,30,-4.5,74.34
2019,1,13,9,30,-5,75.87
2019,1,13,10,30,-5.5,77.36
2019,1,13,11,30,-6,77.62
2019,1,13,12,30,-6.4,76.68
